0.00837 0.00699 0.00581 0.00480 0.00394
0.09427 0.08928 0.08405 0.07866 0.07318
0.07457 0.08003 0.08538 0.09054 0.09544
0.00414 0.00504 0.00609 0.00732 0.00874
0.00002 0.00002 0.00003 0.00004 0.00006
0.02920 0.02441 0.02028 0.01675 0.01375
0.32902 0.31161 0.29338 0.27456 0.25542
0.26027 0.27933 0.29800 0.31602 0.33313
0.01446 0.01758 0.02125 0.02554 0.03051
0.00006 0.00008 0.00011 0.00014 0.00020
0.00837 0.00699 0.00581 0.00480 0.00394
0.09427 0.08928 0.08405 0.07866 0.07318
0.07457 0.08003 0.08538 0.09054 0.09544
0.00414 0.00504 0.00609 0.00732 0.00874
0.00002 0.00002 0.00003 0.00004 0.00006
0.00020 0.00016 0.00014 0.00011 0.00009
0.00222 0.00210 0.00198 0.00185 0.00172
0.00175 0.00188 0.00201 0.00213 0.00224
0.00010 0.00012 0.00014 0.00017 0.00021
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.00000 0.00000 0.00000
